[19:58:50] [main/INFO] (FabricLoader/GameProvider) Loading Minecraft 1.21.1 with Fabric Loader 0.16.0
[19:58:51] [main/INFO] (FabricLoader) Loading 58 mods:
	- brbe 2.1.5
	- cloth-basic-math 0.6.1
	- cloth-config 15.0.140
	- fabric-api 0.116.12+1.21.1
	- fabric-api-base 0.4.42+6573ed8c19
	- fabric-api-lookup-api-v1 1.6.72+7b3d111d19
	- fabric-biome-api-v1 13.0.31+d527f9fd19
	- fabric-block-api-v1 1.1.0+0bc3503219
	- fabric-block-view-api-v2 1.0.11+ebb2264e19
	- fabric-blockrenderlayer-v1 1.1.52+0af3f5a719
	- fabric-client-tags-api-v1 1.1.15+6573ed8c19
	- fabric-command-api-v1 1.2.49+f71b366f19
	- fabric-command-api-v2 2.2.28+6ced4dd919
	- fabric-commands-v0 0.2.66+df3654b319
	- fabric-content-registries-v0 8.0.19+b559734419
	- fabric-convention-tags-v1 2.1.7+7f945d5b19
	- fabric-convention-tags-v2 2.12.0+c3656daa19
	- fabric-crash-report-info-v1 0.2.29+0af3f5a719
	- fabric-data-attachment-api-v1 1.4.7+5b36e0f719
	- fabric-data-generation-api-v1 20.2.38+60a6976219
	- fabric-dimensions-v1 4.0.1+65213ef819
	- fabric-entity-events-v1 1.8.0+2b27e0a419
	- fabric-events-interaction-v0 0.7.14+ba9dae0619
	- fabric-game-rule-api-v1 1.0.53+6ced4dd919
	- fabric-gametest-api-v1 2.0.5+6fc22b9919
	- fabric-item-api-v1 11.2.0+3b3cb2e819
	- fabric-item-group-api-v1 4.1.7+def88e3a19
	- fabric-key-binding-api-v1 1.0.47+0af3f5a719
	- fabric-keybindings-v0 0.2.45+df3654b319
	- fabric-lifecycle-events-v1 2.6.0+0865547519
	- fabric-loot-api-v2 3.0.15+3f89f5a519
	- fabric-loot-api-v3 1.0.3+3f89f5a519
	- fabric-message-api-v1 6.0.14+8aaf3aca19
	- fabric-model-loading-api-v1 2.1.0+b4d813fc19
	- fabric-networking-api-v1 4.3.1+d30f6a7919
	- fabric-object-builder-api-v1 15.2.1+40875a9319
	- fabric-particles-v1 4.0.2+6573ed8c19
	- fabric-recipe-api-v1 5.0.16+2475392c19
	- fabric-registry-sync-v0 5.3.2+e3eddc2119
	- fabric-renderer-api-v1 3.4.1+b4d813fc19
	- fabric-renderer-indigo 1.7.1+c705a49c19
	- fabric-renderer-registries-v1 3.2.69+df3654b319
	- fabric-rendering-data-attachment-v1 0.3.49+73761d2e19
	- fabric-rendering-fluids-v1 3.1.6+1daea21519
	- fabric-rendering-v0 1.1.72+df3654b319
	- fabric-rendering-v1 5.1.0+ab4c25a019
	- fabric-resource-conditions-api-v1 4.3.0+8dc279b119
	- fabric-resource-loader-v0 1.3.1+5b5275af19
	- fabric-screen-api-v1 2.0.25+8b68f1c719
	- fabric-screen-handler-api-v1 1.3.91+b559734419
	- fabric-sound-api-v1 1.0.23+6573ed8c19
	- fabric-transfer-api-v1 5.4.4+7b3d111d19
	- fabric-transitive-access-wideners-v1 6.2.0+45b9699719
	- fabricloader 0.16.0
	- generated_2ab46f8 1.0.0
	- java 25
	- minecraft 1.21.1
	- mixinextras 0.4.0
[19:58:51] [main/INFO] (FabricLoader/Mixin) SpongePowered MIXIN Subsystem Version=0.8.7 Source=file:/home/avalonia/.gradle/caches/modules-2/files-2.1/net.fabricmc/sponge-mixin/0.15.0+mixin.0.8.7/2ce1c5d57a061f3e259ec30b8b0cb2dc889c5156/sponge-mixin-0.15.0+mixin.0.8.7.jar Service=Knot/Fabric Env=CLIENT
[19:58:51] [main/INFO] (FabricLoader/Mixin) Loaded Fabric development mappings for mixin remapper!
[19:58:51] [main/INFO] (FabricLoader/Mixin) Compatibility level set to JAVA_17
[19:58:51] [main/INFO] (FabricLoader/Mixin) Compatibility level set to JAVA_21
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: mezz/jei/gui/overlay/IngredientListOverlay (java.lang.ClassNotFoundException: mezz/jei/gui/overlay/IngredientListOverlay)
[19:58:51] [main/WARN] (FabricLoader/Mixin) @Mixin target mezz.jei.gui.overlay.IngredientListOverlay was not found mixins.brbe-jei.json:IngredientListOverlayMixin from mod brbe
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: mezz/jei/gui/overlay/bookmarks/BookmarkOverlay (java.lang.ClassNotFoundException: mezz/jei/gui/overlay/bookmarks/BookmarkOverlay)
[19:58:51] [main/WARN] (FabricLoader/Mixin) @Mixin target mezz.jei.gui.overlay.bookmarks.BookmarkOverlay was not found mixins.brbe-jei.json:BookmarkOverlayMixin from mod brbe
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/util/Map$Entry (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/invoke/MethodHandles$Lookup (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:51] [main/INFO] (FabricLoader/MixinExtras|Service) Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.4.0).
[19:58:52] [main/WARN] (FabricLoader/Mixin) Error loading class: java/lang/String (java.lang.IllegalArgumentException: Unsupported class file major version 69)
[19:58:52] [main/ERROR] (FabricLoader/Mixin) Mixin apply for mod fabric-dimensions-v1 failed fabric-dimensions-v1.mixins.json:Schema2832Mixin from mod fabric-dimensions-v1 -> net.minecraft.util.datafix.schemas.V2832: org.spongepowered.asm.mixin.transformer.throwables.InvalidMixinException Unexpecteded ClassMetadataNotFoundException whilst transforming the mixin class: [MAIN Applicator Phase -> fabric-dimensions-v1.mixins.json:Schema2832Mixin from mod fabric-dimensions-v1 -> Apply Methods -> (Ljava/lang/String;Lcom/mojang/datafixers/types/Type;Ljava/util/Map;)Lcom/mojang/datafixers/types/templates/TaggedChoice;:redirect$zdp000$fabric-dimensions-v1$redirectTaggedChoiceLazy -> Transform LVT -> var=name -> desc=Ljava/lang/String;]
org.spongepowered.asm.mixin.transformer.throwables.InvalidMixinException: Unexpecteded ClassMetadataNotFoundException whilst transforming the mixin class: [MAIN Applicator Phase -> fabric-dimensions-v1.mixins.json:Schema2832Mixin from mod fabric-dimensions-v1 -> Apply Methods -> (Ljava/lang/String;Lcom/mojang/datafixers/types/Type;Ljava/util/Map;)Lcom/mojang/datafixers/types/templates/TaggedChoice;:redirect$zdp000$fabric-dimensions-v1$redirectTaggedChoiceLazy -> Transform LVT -> var=name -> desc=Ljava/lang/String;]
	at org.spongepowered.asm.mixin.transformer.MixinTargetContext.transformMethod(MixinTargetContext.java:520) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinApplicatorStandard.applyNormalMethod(MixinApplicatorStandard.java:463) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinApplicatorStandard.applyMethods(MixinApplicatorStandard.java:449) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinApplicatorStandard.applyMixin(MixinApplicatorStandard.java:308) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinApplicatorStandard.apply(MixinApplicatorStandard.java:246) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.TargetClassContext.apply(TargetClassContext.java:437) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.TargetClassContext.applyMixins(TargetClassContext.java:418) ~[sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinProcessor.applyMixins(MixinProcessor.java:363) [sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinTransformer.transformClass(MixinTransformer.java:234) [sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at org.spongepowered.asm.mixin.transformer.MixinTransformer.transformClassBytes(MixinTransformer.java:202) [sponge-mixin-0.15.0+mixin.0.8.7.jar:0.15.0+mixin.0.8.7]
	at net.fabricmc.loader.impl.launch.knot.KnotClassDelegate.getPostMixinClassByteArray(KnotClassDelegate.java:422) [fabric-loader-0.16.0.jar:?]
	at net.fabricmc.loader.impl.launch.knot.KnotClassDelegate.tryLoadClass(KnotClassDelegate.java:323) [fabric-loader-0.16.0.jar:?]
	at net.fabricmc.loader.impl.launch.knot.KnotClassDelegate.loadClass(KnotClassDelegate.java:218) [fabric-loader-0.16.0.jar:?]
	at net.fabricmc.loader.impl.launch.knot.KnotClassLoader.loadClass(KnotClassLoader.java:119) [fabric-loader-0.16.0.jar:?]
	at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:490) [?:?]
	at net.minecraft.util.datafix.DataFixers.addFixers(DataFixers.java:1035) [minecraft-merged-a1c774aec4-1.21.1-loom.mappings.1_21_1.layered+hash.40359-v2.jar:?]
	at net.minecraft.util.datafix.DataFixers.createFixerUpper(DataFixers.java:329) [minecraft-merged-a1c774aec4-1.21.1-loom.mappings.1_21_1.layered+hash.40359-v2.jar:?]
	at net.minecraft.util.datafix.DataFixers.<clinit>(DataFixers.java:317) [minecraft-merged-a1c774aec4-1.21.1-loom.mappings.1_21_1.layered+hash.40359-v2.jar:?]
	at net.minecraft.client.main.Main.main(Main.java:124) [minecraft-merged-a1c774aec4-1.21.1-loom.mappings.1_21_1.layered+hash.40359-v2.jar:?]
	at net.fabricmc.loader.impl.game.minecraft.MinecraftGameProvider.launch(MinecraftGameProvider.java:480) [fabric-loader-0.16.0.jar:?]
